GeoServer,ID GeoServer,BSD,ID BSD
Dreal-TRI-Hauteur eau Aléa Faible Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-49ef,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-4999,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
SIRTAQUI - Piste cyclable VVV de France (Salies-De-Bearn-Escos),FeatureTypeInfoImpl--352f6934:14a0b80552c:4258,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
Lieudits,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd7,LIEU DIT,3357
Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb,DEPARTEMENT,180
Préfecture,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7d63,PAYS DU GRAND BERGERACOIS,808
ALPI-e-Administration-Prestations,FeatureTypeInfoImpl--41c42a6d:1516892b976:-2e15,PAYS DU GRAND BERGERACOIS,808
ALPI-Matériel-Prestations,FeatureTypeInfoImpl--41c42a6d:1516892b976:-baf,PAYS DU GRAND BERGERACOIS,808
ALPI-Actions sociales-Prestations,FeatureTypeInfoImpl--41c42a6d:151688086a7:-460b,PAYS DU GRAND BERGERACOIS,808
ALPI-Administration générale-Prestations,FeatureTypeInfoImpl--41c42a6d:151688c607b:7984,PAYS DU GRAND BERGERACOIS,808
ALPI -e-Communication-Prestations,FeatureTypeInfoImpl--41c42a6d:1516892b976:-2cee,PAYS DU GRAND BERGERACOIS,808
ALPI-Enfance-Jeunesse-Prestations,FeatureTypeInfoImpl--41c42a6d:1516892b976:-1ede,PAYS DU GRAND BERGERACOIS,808
ALPI-Sécurité informatique-Prestations,FeatureTypeInfoImpl--41c42a6d:1516892b976:-ad1,PAYS DU GRAND BERGERACOIS,808
effet_barriere_cabgeoref_ok,CoverageInfoImpl-245b133a:155fdf3fd34:5036,PAYS DU GRAND BERGERACOIS,808
ARS - SSIAD,FeatureTypeInfoImpl-59b62a1c:15046737959:-5e1c,PAYS DU GRAND BERGERACOIS,808
ARS - HAD (Réservé ARS),FeatureTypeInfoImpl-29107397:1504ca3bbd0:-2fc,PAYS DU GRAND BERGERACOIS,808
ARS - Maternités (réservé ARS),FeatureTypeInfoImpl-6ad66818:13b6699fd64:-59da,PAYS DU GRAND BERGERACOIS,808
ARS - Maternités,FeatureTypeInfoImpl-4148e270:13b6901c0cd:-788b,PAYS DU GRAND BERGERACOIS,808
ARS - Médecine (réservé ARS),FeatureTypeInfoImpl-59b62a1c:1504780c7b3:1067,PAYS DU GRAND BERGERACOIS,808
ARS - Médecine,FeatureTypeInfoImpl-59b62a1c:1504780c7b3:ef6,PAYS DU GRAND BERGERACOIS,808
ARS - Néonatalogie (Réservé ARS),FeatureTypeInfoImpl-29107397:1504ca3bbd0:-97b,PAYS DU GRAND BERGERACOIS,808
ARS - Obstétrique (réservé ARS),FeatureTypeInfoImpl-59b62a1c:15047f7182d:-666c,PAYS DU GRAND BERGERACOIS,808
ARS - Obstétrique,FeatureTypeInfoImpl-59b62a1c:15047f7182d:-6d9d,PAYS DU GRAND BERGERACOIS,808
ARS - Réanimation (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:-7f0b,PAYS DU GRAND BERGERACOIS,808
ARS - Réanimation,FeatureTypeInfoImpl-29107397:1504bfcb2ce:-7ee2,PAYS DU GRAND BERGERACOIS,808
ARS - SLD (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bba11c8:796d,PAYS DU GRAND BERGERACOIS,808
ARS - SSR (Réservé ARS),FeatureTypeInfoImpl-29107397:1504b94e0ea:4b0a,PAYS DU GRAND BERGERACOIS,808
ARS - SSR,FeatureTypeInfoImpl-29107397:1504b94e0ea:4b2e,PAYS DU GRAND BERGERACOIS,808
extracteur_lieu_dit_non_habite,FeatureTypeInfoImpl-50da8329:133db20c97a:-7f15,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - eu_sogreah_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4cad,PAYS DU GRAND BERGERACOIS,808
DDTM 33 - PLU, POS, CC,FeatureTypeInfoImpl-2f336867:1357c56fc95:-775f,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - AS1 Péri Eloigné,FeatureTypeInfoImpl-2245790e:1419cd6c249:-2cb7,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - AS1 Péri Raproché,FeatureTypeInfoImpl-2245790e:1419cd6c249:-2c01,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - Repérage Général AEP,FeatureTypeInfoImpl-2245790e:1419d048044:140,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - Réservoir,FeatureTypeInfoImpl-2245790e:1419d048044:17b,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - ep_sogreah_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4d8e,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - ep_sogreah_polyline,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4d5a,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - PLU Oloron-Sainte-Marie,FeatureTypeInfoImpl-8d8cbe6:137ba5f09c1:38fc,PAYS DU GRAND BERGERACOIS,808
EPIDROPT - Embâcles Em1,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eba,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - poste_relev_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4bd6,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - regard_ep_sogreah_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-3395,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - regard_eu_sogreah_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4b0d,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - regard_un_sogreah_point,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4b0b,PAYS DU GRAND BERGERACOIS,808
EPIDROPT - Embâcles Em2,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb2,PAYS DU GRAND BERGERACOIS,808
CE24 - Agro-tourisme,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e90,PAYS DU GRAND BERGERACOIS,808
test_deflate_1024,CoverageInfoImpl--4e4edcb3:15b48f6356e:-d3c,PAYS DU GRAND BERGERACOIS,808
test_deflate_512,CoverageInfoImpl--4e4edcb3:15b67853721:-5aab,PAYS DU GRAND BERGERACOIS,808
EPIDROPT - Embâcles Em3,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb0,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu activités éco - Subm,FeatureTypeInfoImpl-75428ea9:14d438f8d83:-7d48,PAYS DU GRAND BERGERACOIS,808
CG 47 - Déchetteries,FeatureTypeInfoImpl--4b05c1c2:134c82984ff:-637b,PAYS DU GRAND BERGERACOIS,808
CG 64 - D64 AEP PPE,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-17ff,CCAS,3314
CG 64 - D64 AEP PPI,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-17fc,CCAS,3314
CG 64 - D64 AEP PPR,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-17f9,CCAS,3314
Chambre agriculture 33 - Listing des détenteurs d'animaux,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:64dd,PAYS DU GRAND BERGERACOIS,808
extracteur_canton,FeatureTypeInfoImpl-50da8329:133db20c97a:-7f22,PAYS DU GRAND BERGERACOIS,808
extracteur_commune,FeatureTypeInfoImpl-50da8329:133db20c97a:-7b9f,PAYS DU GRAND BERGERACOIS,808
CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d,PAYS DU GRAND BERGERACOIS,808
crt_sirtaqui_itineraires_a_velo_test,FeatureTypeInfoImpl-2df639e5:15534890d4c:-61d0,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-STEU-Subm,FeatureTypeInfoImpl--68c7c94:14d4781f864:6754,PAYS DU GRAND BERGERACOIS,808
extracteur_lieu_dit_habite,FeatureTypeInfoImpl-50da8329:133db20c97a:-7f19,PAYS DU GRAND BERGERACOIS,808
Sous-Préfecture,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7ba1,PAYS DU GRAND BERGERACOIS,808
ARS - Pédiatrie (Réservé ARS),FeatureTypeInfoImpl-29107397:1504c8689af:6d9b,PAYS DU GRAND BERGERACOIS,808
ARS - SLD,FeatureTypeInfoImpl-29107397:1504bc362a2:-5904,PAYS DU GRAND BERGERACOIS,808
CA Cote Basque Adour - Crèche,FeatureTypeInfoImpl-2245790e:1419d36de39:1d3e,PAYS DU GRAND BERGERACOIS,808
CA Cote Basque Adour - Santé,FeatureTypeInfoImpl-2245790e:1419d44a43e:-20d7,PAYS DU GRAND BERGERACOIS,808
CA Grand Dax - Arrêts Navette,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-54d9,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - Rivières,FeatureTypeInfoImpl-2245790e:1419d048044:17d,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - eu_sogreah_polyline,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4c64,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - refoul_sogreah_polyline,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4b64,PAYS DU GRAND BERGERACOIS,808
CDC Piémont Oloronais - unit_sogreah_polyline,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4ab3,PAYS DU GRAND BERGERACOIS,808
public_layer,FeatureTypeInfoImpl-2b665931:15a1d6fbd50:-7ff6,PAYS DU GRAND BERGERACOIS,808
DDT 47 - pprn_argile,FeatureTypeInfoImpl-4d526dfe:149f05ab62e:d86,PAYS DU GRAND BERGERACOIS,808
DDT 47 - pprn_inondation,FeatureTypeInfoImpl-4d526dfe:149f06d9cc6:24a8,PAYS DU GRAND BERGERACOIS,808
DDT 47 - pprn_mvtdt,FeatureTypeInfoImpl-4d526dfe:149f086530a:21e6,PAYS DU GRAND BERGERACOIS,808
DDT 47 - pprt_technologique,FeatureTypeInfoImpl-4d526dfe:149f0c00e2c:-16b2,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu IPPC - Debord,FeatureTypeInfoImpl--68c7c94:14d46fe7e7b:2f0e,PAYS DU GRAND BERGERACOIS,808
DRAC - Bibliothèques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa7,PAYS DU GRAND BERGERACOIS,808
DRAC - Médiathèques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa5,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu IPPC - Subm,FeatureTypeInfoImpl--68c7c94:14d470cbd7d:3513,PAYS DU GRAND BERGERACOIS,808
DRAC - Musées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa1,PAYS DU GRAND BERGERACOIS,808
geofla_departement_test,FeatureTypeInfoImpl--1ff25990:1420550b62d:3eb2,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu DCE- Débord,FeatureTypeInfoImpl--68c7c94:14d48d9454e:-59be,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu DCE- Subm,FeatureTypeInfoImpl--68c7c94:14d48d9454e:-59b8,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Enjeu activités éco - Débord,FeatureTypeInfoImpl-75428ea9:14d4381d853:5478,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-STEU-Debord,FeatureTypeInfoImpl--68c7c94:14d4781f864:5c2d,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI - Bâti - Débordement,FeatureTypeInfoImpl-749b820c:14d299acb8d:7395,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Hauteur eau Aléa Moy Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d664b35cf:3e2a,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Hauteur eau Aléa Moy Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-49d5,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Hauteur eau Aléa Moy Proba av chmt climat-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-47d7,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Périmètre,FeatureTypeInfoImpl-1381bef0:14d7034dce6:-6eb3,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Lits mineurs,FeatureTypeInfoImpl-1381bef0:14d704a8e6f:62cc,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-Zones soustraites à l'inondation,FeatureTypeInfoImpl-1381bef0:14d70998968:37bb,PAYS DU GRAND BERGERACOIS,808
Dreal-TRI-sur-Zones de sur-aléa,FeatureTypeInfoImpl-1381bef0:14d70c79779:1f13,PAYS DU GRAND BERGERACOIS,808
EPIDOR - Bathymétrie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e14,PAYS DU GRAND BERGERACOIS,808
ocs_assemblage_00_09_generalise_simplif_2,FeatureTypeInfoImpl--3cde75bc:15708fb0802:-6114,PAYS DU GRAND BERGERACOIS,808
ocs_assemblage_00_09_generalise_simplif_3,FeatureTypeInfoImpl--3cde75bc:15709f9a8eb:45f1,PAYS DU GRAND BERGERACOIS,808
OCS_2009_fin_coupe_nodata,CoverageInfoImpl--bc07016:15723572a7c:5d2,PAYS DU GRAND BERGERACOIS,808
BDOrtho40cm_2009_aqui_blanc_transparent,CoverageInfoImpl--5e85e6b8:13967bfcfef:-5440,PAYS DU GRAND BERGERACOIS,808
pyramid,CoverageInfoImpl--4e4edcb3:15b3db67abd:6cee,PAYS DU GRAND BERGERACOIS,808
test_deflate,CoverageInfoImpl--4e4edcb3:15b43cff3e5:55e0,PAYS DU GRAND BERGERACOIS,808
test_lzw,CoverageInfoImpl--4e4edcb3:15b4282fbe7:1514,PAYS DU GRAND BERGERACOIS,808
CG64 - SDAN - Ponits d'intérêt,FeatureTypeInfoImpl--30274150:144c1551c80:377a,PAYS DU GRAND BERGERACOIS,808
RFF - Pont-Rail,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d76,PAYS DU GRAND BERGERACOIS,808
RFF - Passerelles,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5e,PAYS DU GRAND BERGERACOIS,808
RFF - Pont-route,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d74,PAYS DU GRAND BERGERACOIS,808
RFF - Sous-station électrique,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d64,PAYS DU GRAND BERGERACOIS,808
RFF - Tunnels,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6a,PAYS DU GRAND BERGERACOIS,808
SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86,PAYS DU GRAND BERGERACOIS,808
SMAVLOT - Hôtel véloroute,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-33fa,PAYS DU GRAND BERGERACOIS,808
SMAVLOT - Véloroute,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-33f3,PAYS DU GRAND BERGERACOIS,808
SMEAP - Tronçon eau SMEAP,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db2,PAYS DU GRAND BERGERACOIS,808
aquitaine_prescription_surf_vue_test,FeatureTypeInfoImpl-517c09a2:142fffc63c6:-790b,PAYS DU GRAND BERGERACOIS,808
suivi_urba_20150710,FeatureTypeInfoImpl--56b69d4f:14e77f20d18:-ded,PAYS DU GRAND BERGERACOIS,808
suivi_urba_20150813,FeatureTypeInfoImpl--1bed10f1:14f8865e0ef:36e6,PAYS DU GRAND BERGERACOIS,808
suivi_urba_20160118,FeatureTypeInfoImpl--1136831a:15287c4085a:2a62,PAYS DU GRAND BERGERACOIS,808
